5,28,507,654,1,0,1
5,28,485,566,0,0,0
5,31,579,954,0,0,0
5,31,256,344,0,0,0
5,32,399,570,0,0,0
5,35,609,597,0,0,0
5,36,800,701,0,0,0
5,36,411,659,0,0,0
5,36,592,598,0,0,0
5,38,257,533,0,0,0
5,38,614,493,0,0,0
5,38,667,535,0,0,0
5,38,440,796,0,0,0
5,38,322,301,0,0,0
5,38,816,737,0,0,0
5,43,375,684,0,0,0
5,45,906,685,0,0,0
5,4,574,455,0,0,0
5,9,907,736,1,0,1
5,9,487,671,0,0,0
5,9,485,605,0,0,0
5,12,701,777,1,0,2
5,12,531,939,0,0,0
5,12,368,544,1,0,1
5,15,598,602,0,0,0
5,19,169,154,0,0,0
5,19,571,592,0,0,0
4,20,394,512,0,0,0
4,21,82,38,0,0,0
4,21,366,634,0,0,0
4,22,651,511,0,0,0
4,22,590,926,0,0,0
4,26,400,582,1,0,1
4,26,553,623,0,0,0
4,27,598,506,0,0,0
0,33,582,599,0,0,0
4,30,846,604,0,0,0
4,30,553,623,0,0,0
4,32,462,469,0,0,0
4,34,281,503,1,0,1
4,34,386,307,0,0,0
4,35,906,634,0,0,0
4,35,323,449,0,0,0
0,3,274,529,1,0,1
4,37,535,693,0,0,0
4,38,294,516,0,0,0
4,3,636,522,0,0,0
4,40,797,712,1,0,6
4,45,650,615,0,0,0
6,22,281,479,0,0,0
4,11,581,933,1,0,1
4,12,623,585,0,0,0
4,12,707,836,0,0,0
4,13,672,563,0,0,0
4,15,496,486,0,0,0
4,18,628,675,0,0,0
4,18,609,502,0,0,0
3,20,360,485,0,0,0
3,26,426,686,1,0,7
3,27,478,521,0,0,0
3,36,513,437,0,0,0
3,36,677,537,0,0,0
3,37,630,491,0,0,0
5,21,334,315,0,0,0
3,40,619,508,0,0,0
3,41,862,624,0,0,0
3,41,806,705,0,0,0
3,43,875,739,0,0,0
3,43,538,862,0,0,0
3,44,447,646,0,0,0
3,46,669,595,0,0,0
3,15,393,442,0,0,0
3,15,700,543,0,0,0
3,15,336,585,0,0,0
2,20,426,602,1,0,1
2,42,400,587,0,0,0
2,15,689,537,0,0,0
2,15,592,637,0,0,0
1,24,560,476,0,0,0
1,28,372,475,1,0,1
1,33,601,622,1,0,1
1,38,845,577,1,0,1
1,38,642,485,0,0,0
1,39,640,490,0,0,0
4,24,841,561,0,0,0
1,40,425,855,0,0,0
1,40,546,792,0,0,0
1,44,785,659,0,0,0
1,44,292,320,0,0,0
4,27,427,765,0,0,0
1,18,471,617,0,0,0
0,28,627,486,0,0,0
0,32,638,511,0,0,0
0,32,363,424,0,0,0
0,36,460,520,0,0,0
0,36,568,589,0,0,0
0,37,444,622,1,0,3
0,43,663,702,0,0,0
0,43,707,779,0,0,0
0,47,348,504,1,0,1
0,47,329,526,0,0,0
0,18,688,553,1,0,1
6,24,518,931,0,0,0
6,29,449,502,0,0,0
6,31,335,452,0,0,0
6,34,448,805,0,0,0
6,39,883,587,0,0,0
6,40,522,826,0,0,0
6,46,805,704,0,0,0
6,47,884,670,0,0,0
6,10,790,666,1,0,1
3,22,645,523,1,0,1
5,28,648,761,0,0,0
5,31,796,595,1,0,1
5,33,505,479,0,0,0
5,35,592,679,0,0,0
5,3,593,593,0,0,0
5,3,551,753,0,0,0
5,13,286,477,0,0,0
5,19,855,671,0,0,0
5,19,396,587,0,0,0
4,20,603,476,0,0,0
4,27,949,707,0,0,0
4,27,328,560,1,0,1
4,30,850,713,0,0,0
4,36,633,516,0,0,0
4,40,478,621,0,0,0
4,45,426,686,1,0,3
4,16,368,585,0,0,0
4,16,337,543,0,0,0
4,19,750,575,0,0,0
3,1,629,597,0,0,0
3,23,165,127,0,0,0
3,26,633,486,0,0,0
3,29,452,558,0,0,0
3,35,833,615,0,0,0
3,35,450,647,0,0,0
3,37,460,559,0,0,0
3,38,213,269,0,0,0
3,3,595,988,0,0,0
3,43,424,625,0,0,0
3,16,453,597,0,0,0
3,19,608,503,0,0,0
3,19,786,781,1,0,1
2,20,424,590,0,0,0
2,22,358,421,1,0,1
2,22,780,571,0,0,0
2,24,820,730,1,0,1
2,24,804,602,0,0,0
2,26,647,520,0,0,0
1,30,614,482,0,0,0
2,32,581,695,0,0,0
2,32,784,668,0,0,0
2,34,658,610,0,0,0
2,36,332,593,0,0,0
2,37,402,666,1,0,1
2,37,433,601,0,0,0
2,42,584,479,0,0,0
2,42,608,486,0,0,0
2,46,512,774,0,0,0
2,47,826,707,0,0,0
2,47,471,824,0,0,0
2,12,783,641,1,0,1
2,13,463,652,1,0,1
2,19,618,513,0,0,0
1,12,792,682,1,0,1
1,24,631,500,0,0,0
1,25,486,478,0,0,0
1,27,503,812,0,0,0
1,27,385,518,1,0,3
1,29,471,651,0,0,0
1,32,228,474,0,0,0
1,32,567,494,0,0,0
1,32,847,614,1,0,1
1,38,448,886,0,0,0
1,38,623,915,0,0,0
1,38,404,547,1,0,1
1,39,628,464,0,0,0
1,47,441,530,0,0,0
1,13,589,724,0,0,0
1,14,409,645,1,0,1
1,16,893,630,0,0,0
1,19,460,508,0,0,0
0,20,666,540,0,0,0
0,27,299,521,0,0,0
0,29,441,620,0,0,0
0,29,352,254,1,0,1
0,29,460,568,0,0,0
0,31,765,607,0,0,0
0,34,840,563,0,0,0
0,34,881,702,0,0,0
0,34,518,559,0,0,0
0,35,807,560,0,0,0
0,35,363,595,0,0,0
6,32,329,151,0,0,0
0,44,847,614,0,0,0
0,45,450,697,0,0,0
0,45,648,761,0,0,0
0,47,557,483,0,0,0
0,16,811,696,0,0,0
0,18,420,551,0,0,0
0,18,543,779,0,0,0
0,19,462,731,0,0,0
6,1,670,501,0,0,0
5,28,708,780,0,0,0
6,23,612,493,0,0,0
6,24,560,443,0,0,0
6,25,606,689,0,0,0
6,8,795,578,0,0,0
6,28,180,150,0,0,0
5,43,831,574,1,0,1
6,31,592,733,0,0,0
6,32,897,633,0,0,0
5,46,500,473,0,0,0
6,34,514,619,1,0,1
6,34,320,185,0,0,0
6,34,284,439,0,0,0
5,0,775,533,0,0,0
6,41,795,597,0,0,0
6,41,560,901,0,0,0
5,28,632,487,0,0,0
6,44,635,488,1,0,1
6,5,521,532,0,0,0
6,5,654,790,1,0,1
6,10,452,640,0,0,0
6,16,744,572,0,0,0
5,0,900,671,0,0,0
5,0,746,532,0,0,0
5,1,583,472,0,0,0
5,20,360,608,0,0,0
5,20,568,506,0,0,0
5,24,680,507,1,0,1
5,24,797,676,0,0,0
5,24,430,556,0,0,0
5,26,554,459,0,0,0
5,26,689,496,0,0,0
5,26,557,733,0,0,0
5,26,258,318,0,0,0
4,39,547,484,0,0,0
5,32,686,562,0,0,0
5,32,509,676,0,0,0
5,9,634,522,1,0,1
5,36,578,707,0,0,0
5,2,880,692,0,0,0
5,2,567,453,0,0,0
5,46,598,731,1,0,4
5,8,467,552,1,0,1
5,13,290,347,0,0,0
5,13,523,816,0,0,0
5,18,699,554,0,0,0
5,18,635,657,0,0,0
4,20,633,743,0,0,0
4,30,565,554,0,0,0
4,22,798,610,0,0,0
4,25,285,297,0,0,0
4,25,225,277,0,0,0
4,28,641,516,0,0,0
4,29,936,645,1,0,2
4,31,650,503,0,0,0
4,33,652,533,0,0,0
4,33,293,166,0,0,0
4,34,286,342,0,0,0
4,34,805,579,0,0,0
4,34,389,439,1,0,1
4,34,513,828,1,0,1
4,34,505,493,0,0,0
4,34,655,486,0,0,0
4,36,660,488,1,0,1
4,36,212,159,0,0,0
4,37,256,511,0,0,0
4,37,693,497,0,0,0
2,43,650,796,0,0,0
4,39,660,868,0,0,0
4,39,307,534,0,0,0
4,39,622,520,0,0,0
4,39,504,536,1,0,1
4,41,701,756,0,0,0
4,4,544,774,0,0,0
4,19,702,519,0,0,0
3,20,684,545,0,0,0
3,20,839,639,0,0,0
3,22,541,802,0,0,0
3,24,633,641,0,0,0
3,26,582,731,0,0,0
3,28,468,457,0,0,0
3,29,360,422,0,0,0
3,30,327,551,0,0,0
3,30,664,592,0,0,0
3,30,329,526,0,0,0
3,31,352,672,0,0,0
3,31,505,491,0,0,0
3,31,281,544,0,0,0
3,33,557,578,0,0,0
0,30,315,278,0,0,0
3,35,373,321,0,0,0
3,38,467,702,0,0,0
3,38,620,686,0,0,0
3,38,415,900,0,0,0
0,41,393,436,0,0,0
3,43,634,480,0,0,0
3,6,617,477,0,0,0
3,17,416,609,0,0,0
3,17,613,449,0,0,0
3,18,362,253,0,0,0
3,19,351,522,0,0,0
2,1,704,862,0,0,0
2,26,573,699,0,0,0
2,27,811,708,0,0,0
2,27,265,533,0,0,0
2,43,609,877,1,0,1
2,28,765,648,0,0,0
2,31,371,510,1,0,1
2,38,340,456,1,0,1
2,40,658,856,1,0,1
2,43,231,535,0,0,0
2,16,487,494,0,0,0
2,16,569,590,0,0,0
2,18,485,495,0,0,0
2,18,447,443,0,0,0
2,19,627,600,0,0,0
1,20,343,645,1,0,2
1,20,303,258,0,0,0
1,20,402,570,0,0,0
1,23,647,898,1,0,1
1,23,345,422,0,0,0
1,23,669,488,0,0,0
1,26,530,704,0,0,0
1,26,328,417,0,0,0
1,27,520,434,0,0,0
1,27,676,540,0,0,0
1,28,374,596,0,0,0
1,30,667,683,0,0,0
1,34,457,644,0,0,0
4,43,623,461,0,0,0
1,40,569,626,0,0,0
1,44,691,500,0,0,0
1,15,588,591,1,0,1
1,17,562,739,1,0,1
1,18,251,808,0,0,0
1,18,933,746,0,0,0
0,20,557,558,0,0,0
0,35,634,557,1,0,1
0,21,571,732,0,0,0
0,21,629,464,0,0,0
0,21,841,580,0,0,0
0,22,559,900,0,0,0
0,24,499,545,0,0,0
0,25,609,498,0,0,0
0,25,397,534,0,0,0
0,34,385,530,0,0,0
0,34,607,727,0,0,0
0,34,538,807,0,0,0
3,13,302,292,0,0,0
0,36,507,851,0,0,0
0,36,576,693,1,0,1
0,40,617,646,1,0,1
6,32,617,522,0,0,0
0,10,561,652,1,0,1
0,15,306,552,1,0,2
0,17,466,834,0,0,0
6,38,575,476,1,0,1
0,18,845,631,1,0,3
0,18,352,663,0,0,0
6,0,556,478,1,0,1
6,0,457,935,1,0,1
6,22,453,603,0,0,0
6,16,576,480,0,0,0
6,28,751,626,1,0,1
6,32,604,868,0,0,0
5,22,791,578,0,0,0
6,35,366,490,0,0,0
1,32,631,514,0,0,0
1,32,470,683,0,0,0
6,39,655,579,0,0,0
6,39,645,508,0,0,0
6,4,804,565,0,0,0
6,7,350,176,0,0,0
6,19,417,752,0,0,0
1,47,295,307,0,0,0
5,21,775,609,0,0,0
5,21,638,518,0,0,0
5,26,322,391,0,0,0
5,26,301,138,0,0,0
5,26,335,220,1,0,1
5,26,484,576,1,0,2
5,31,650,770,0,0,0
5,36,586,460,0,0,0
5,36,592,812,0,0,0
5,37,456,489,0,0,0
5,38,814,553,0,0,0
5,40,601,462,0,0,0
5,5,822,613,1,0,1
5,13,635,629,0,0,0
5,17,765,551,0,0,0
4,29,562,477,0,0,0
4,20,682,565,0,0,0
4,27,875,626,0,0,0
4,27,911,762,0,0,0
4,27,486,946,0,0,0
4,28,665,759,1,0,1
6,28,668,843,0,0,0
4,30,460,682,0,0,0
4,30,587,717,0,0,0
4,30,533,563,0,0,0
4,32,647,898,0,0,0
4,33,810,725,0,0,0
4,38,205,213,0,0,0
4,38,673,544,0,0,0
4,39,287,452,0,0,0
4,3,382,426,0,0,0
4,40,253,564,0,0,0
4,43,570,485,0,0,0
4,46,301,246,1,0,2
4,46,664,530,0,0,0
4,14,785,656,1,0,1
4,16,799,579,0,0,0
4,18,598,776,1,0,1
4,18,513,828,1,0,1
4,18,843,660,1,0,3
4,18,528,461,0,0,0
4,18,469,851,0,0,0
4,18,617,522,0,0,0
4,18,499,889,0,0,0
4,18,488,486,0,0,0
4,18,487,483,0,0,0
3,27,480,464,0,0,0
3,0,778,658,0,0,0
3,21,838,649,0,0,0
3,21,914,678,0,0,0
3,22,812,717,0,0,0
3,24,670,623,0,0,0
3,27,626,660,1,0,1
3,28,818,747,1,0,2
3,30,975,634,0,0,0
3,32,476,857,0,0,0
3,33,652,779,0,0,0
3,33,536,714,0,0,0
3,35,560,476,0,0,0
3,40,493,494,0,0,0
3,42,353,513,0,0,0
3,9,532,714,1,0,1
3,10,778,658,1,0,1
3,11,389,452,1,0,1
3,13,299,195,0,0,0
3,14,934,752,1,0,1
3,16,456,553,0,0,0
3,16,628,753,0,0,0
4,17,638,623,0,0,0
3,19,649,483,0,0,0
2,25,893,637,0,0,0
2,25,659,669,0,0,0
2,27,923,637,0,0,0
2,27,467,746,0,0,0
3,35,920,647,0,0,0
2,29,644,486,0,0,0
2,30,406,916,1,0,2
2,32,398,459,1,0,1
2,14,641,531,0,0,0
2,34,946,719,1,0,1
2,35,368,214,0,0,0
1,23,379,592,0,0,0
2,38,342,597,0,0,0
2,39,398,606,0,0,0
2,41,666,540,0,0,0
2,41,539,626,0,0,0
2,41,342,471,0,0,0
2,43,526,746,0,0,0
2,45,544,440,0,0,0
2,45,622,495,0,0,0
2,5,532,569,0,0,0
2,8,635,772,1,0,1
2,8,573,920,1,0,1
2,9,654,467,0,0,0
2,9,551,476,1,0,1
2,13,472,497,0,0,0
2,16,764,586,0,0,0
2,17,832,703,0,0,0
2,19,853,839,0,0,0
1,21,839,645,0,0,0
1,24,653,585,0,0,0
1,26,912,667,1,0,2
1,26,556,452,0,0,0
1,27,312,523,1,0,1
1,27,475,500,1,0,1
1,27,542,676,0,0,0
2,17,588,591,1,0,1
1,30,644,493,0,0,0
1,31,504,546,0,0,0
1,31,315,588,0,0,0
1,31,401,602,1,0,1
1,31,507,794,1,0,1
1,32,429,946,0,0,0
1,33,795,615,0,0,0
1,33,392,607,0,0,0
1,33,557,634,0,0,0
1,34,649,682,0,0,0
1,34,246,619,0,0,0
1,34,473,459,0,0,0
1,24,523,827,1,0,1
1,35,532,714,1,0,1
1,37,262,627,0,0,0
1,37,653,862,1,0,2
1,2,647,516,0,0,0
1,32,627,635,0,0,0
1,44,521,758,0,0,0
1,44,299,555,0,0,0
1,44,720,571,0,0,0
1,18,513,828,0,0,0
1,19,439,611,0,0,0
0,23,434,721,0,0,0
0,25,834,754,0,0,0
0,26,935,782,0,0,0
0,28,844,581,0,0,0
0,28,606,551,0,0,0
0,30,688,498,0,0,0
0,31,529,637,0,0,0
0,33,240,545,0,0,0
0,34,692,776,0,0,0
0,34,515,549,1,0,1
0,34,439,611,0,0,0
0,34,635,481,1,0,1
0,38,924,763,0,0,0
0,38,346,407,0,0,0
6,5,567,478,0,0,0
0,43,862,676,0,0,0
0,43,564,912,0,0,0
0,45,549,864,1,0,1
6,13,662,554,0,0,0
0,9,384,440,1,0,2
0,14,735,567,0,0,0
0,19,919,754,0,0,0
6,26,647,812,0,0,0
6,26,652,495,0,0,0
6,28,372,607,0,0,0
6,2,469,589,0,0,0
6,29,590,469,1,0,1
6,29,955,709,0,0,0
6,30,667,761,1,0,3
6,30,763,541,0,0,0
6,30,500,796,0,0,0
6,30,909,700,0,0,0
6,32,345,170,0,0,0
6,32,461,637,0,0,0
6,32,229,520,0,0,0
6,33,367,536,0,0,0
6,33,356,450,1,0,1
6,35,641,491,0,0,0
6,36,465,767,0,0,0
6,36,293,437,1,0,1
6,36,371,481,1,0,1
6,3,669,588,0,0,0
6,9,360,556,1,0,2
6,9,913,744,1,0,3
6,12,424,599,0,0,0
6,17,720,577,0,0,0
6,17,537,605,0,0,0
6,17,596,646,0,0,0
5,21,426,936,0,0,0
5,21,654,771,0,0,0
5,23,898,680,0,0,0
5,23,525,541,0,0,0
5,23,599,639,0,0,0
5,24,310,309,0,0,0
5,26,244,518,0,0,0
5,26,627,490,0,0,0
5,26,968,729,1,0,1
5,32,627,727,0,0,0
5,32,329,441,1,0,1
5,34,426,781,1,0,1
5,34,376,505,1,0,1
5,37,427,540,0,0,0
5,38,354,472,0,0,0
5,40,452,518,1,0,2
5,43,369,435,0,0,0
5,43,800,698,0,0,0
5,43,570,762,0,0,0
5,4,343,422,0,0,0
5,4,751,662,0,0,0
5,11,449,839,1,0,5
5,12,791,629,0,0,0
5,12,405,564,0,0,0
4,40,578,549,1,0,1
5,12,432,824,0,0,0
5,17,924,682,0,0,0
5,17,650,514,0,0,0
5,18,410,586,0,0,0
4,20,426,936,0,0,0
4,20,299,515,0,0,0
4,22,271,545,0,0,0
4,25,273,514,0,0,0
4,27,797,712,0,0,0
4,27,674,524,0,0,0
4,28,635,474,0,0,0
4,30,581,448,0,0,0
4,30,646,893,0,0,0
4,30,616,649,0,0,0
4,31,302,292,0,0,0
4,33,430,800,1,0,1
4,35,721,551,0,0,0
4,35,674,532,0,0,0
4,36,261,512,1,0,1
4,42,641,605,0,0,0
4,42,584,712,0,0,0
4,43,537,476,0,0,0
4,46,576,494,0,0,0
4,14,274,532,0,0,0
2,20,271,582,0,0,0
4,17,506,659,0,0,0
4,17,403,450,0,0,0
3,24,408,509,0,0,0
3,24,227,467,0,0,0
3,27,455,944,0,0,0
3,28,496,466,0,0,0
3,30,717,583,0,0,0
3,34,781,710,0,0,0
3,36,854,675,0,0,0
3,39,838,618,0,0,0
3,42,645,533,0,0,0
3,45,895,662,1,0,2
3,4,536,438,1,0,2
3,8,572,554,0,0,0
